agency,url,agencyID,PIID,modNumber,idvPIID,contractType,business_name,total_contract,description,claimed_savings,internal_id,usa_savings_url
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021A00005&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,2036,20343021A00005,P00005,,IDV,AMERICAN BANKERS ASSOCIATION,1673640,AMERICAN BANKERS ASSOCIATION TRAINING SERVICES BPA,0.0,CONT_IDV_20343021A00005_2036,https://www.usaspending.gov/award/CONT_IDV_20343021A00005_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021A00007&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,2036,20343021A00007,P00003,,IDV,DOMESTIC AWARDEES (UNDISCLOSED),1396381,EXPERT WITNESS AND TESTING SERVICES BPA,0.0,CONT_IDV_20343021A00007_2036,https://www.usaspending.gov/award/CONT_IDV_20343021A00007_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023A00001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,2036,20343023A00001,P00004,,IDV,NATIONAL INSTITUTE FOR TRIAL ADVOCACY,730000,NATIONAL INSTITUTE FOR TRIAL ADVOCACY (NITA) BPA,0.0,CONT_IDV_20343023A00001_2036,https://www.usaspending.gov/award/CONT_IDV_20343023A00001_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21A0016&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D003Z&contractType=IDV,955F,9531CB21A0016,P00002,47QRAA18D003Z,IDV,"URBAN INSTITUTE,THE",5000000,EVALUATION AND RESEARCH SERVICES BPA,0.0,CONT_IDV_9531CB21A0016_955F,https://www.usaspending.gov/award/CONT_IDV_9531CB21A0016_955F
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21A0015&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D00DQ&contractType=IDV,955F,9531CB21A0015,P00003,47QRAA18D00DQ,IDV,TREWON TECHNOLOGIES LLC,5000000,EVALUATION AND RESEARCH SERVICES BPA,0.0,CONT_IDV_9531CB21A0015_955F,https://www.usaspending.gov/award/CONT_IDV_9531CB21A0015_955F
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21A0019&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA19D00BV&contractType=IDV,955F,9531CB21A0019,P00002,47QRAA19D00BV,IDV,ENCOMPASS LLC,5000000,EVALUATION AND RESEARCH SERVICES BPA,0.0,CONT_IDV_9531CB21A0019_955F,https://www.usaspending.gov/award/CONT_IDV_9531CB21A0019_955F
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0010&modNumber=P00002&idvAgencyID=&idvPIID=47QTCA23D003F&contractType=IDV,955F,9531CB24A0010,P00002,47QTCA23D003F,IDV,POWERTRAIN INC,0,OMWI TRAINING SUPPORT - CFPB ASSESSMENT AND ORGANIZATIONAL CULTURE CHANGE,,CONT_IDV_9531CB24A0010_955F,https://www.usaspending.gov/award/CONT_IDV_9531CB24A0010_955F
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00033&modNumber=P00005&idvAgencyID=&idvPIID=NNG15SD06B&contractType=AWARD,2036,20343021F00033,P00005,NNG15SD06B,AWARD,"4 STAR TECHNOLOGIES, INC.",467095,NUVOLO IWMS LICENSES,0.0,CONT_AWD_20343021F00033_2036_NNG15SD06B_8000,https://www.usaspending.gov/award/CONT_AWD_20343021F00033_2036_NNG15SD06B_8000
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00022&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SD09B&contractType=AWARD,2036,20343024F00022,P00002,NNG15SD09B,AWARD,BAHFED CORP,92135,BEYONDTRUST LICENSES,0.0,CONT_AWD_20343024F00022_2036_NNG15SD09B_8000,https://www.usaspending.gov/award/CONT_AWD_20343024F00022_2036_NNG15SD09B_8000
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00019&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD11B&contractType=AWARD,2036,20343023F00019,P00004,NNG15SD11B,AWARD,"GOVSMART, INC.",512500,YUBIENTERPRISE COMPLIANCE TIER PLUS PLAN,0.0,CONT_AWD_20343023F00019_2036_NNG15SD11B_8000,https://www.usaspending.gov/award/CONT_AWD_20343023F00019_2036_NNG15SD11B_8000
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343020F00068&modNumber=P00006&idvAgencyID=&idvPIID=NNG15SD23B&contractType=AWARD,2036,20343020F00068,P00006,NNG15SD23B,AWARD,"GOVERNMENT ACQUISITIONS, INC.",401733,IBM I2 ANALYST NOTEBOOK LICENSES AND SOFTWARE SUBSCRIPTION FOR CFPB,0.0,CONT_AWD_20343020F00068_2036_NNG15SD23B_8000,https://www.usaspending.gov/award/CONT_AWD_20343020F00068_2036_NNG15SD23B_8000
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00017&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD24B&contractType=AWARD,2036,20343024F00017,P00001,NNG15SD24B,AWARD,TECHANAX LLC,41901,DELL POWEREDGE SERVER MAINTENANCE,0.0,CONT_AWD_20343024F00017_2036_NNG15SD24B_8000,https://www.usaspending.gov/award/CONT_AWD_20343024F00017_2036_NNG15SD24B_8000
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0085&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD74B&contractType=AWARD,955F,9531CB24F0085,P00001,NNG15SD74B,AWARD,SOFTWARE INFORMATION RESOURCE CORP.,341150,OFLEO/ENF FORECLOSURE DATA,0.0,CONT_AWD_9531CB24F0085_955F_NNG15SD74B_8000,https://www.usaspending.gov/award/CONT_AWD_9531CB24F0085_955F_NNG15SD74B_8000
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343022F00042&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD76B&contractType=AWARD,2036,20343022F00042,P00004,NNG15SD76B,AWARD,"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",117153,LINKEDIN RECRUITER LICENSES FOR THE OFFICE OF ENFORCEMENT INVESTIGATORS,0.0,CONT_AWD_20343022F00042_2036_NNG15SD76B_8000,https://www.usaspending.gov/award/CONT_AWD_20343022F00042_2036_NNG15SD76B_8000
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21A0017&modNumber=P00002&idvAgencyID=&idvPIID=GS00F009DA&contractType=IDV,955F,9531CB21A0017,P00002,GS00F009DA,IDV,"WESTAT, INC.",5000000,EVALUATION AND RESEARCH SERVICES BPA,0.0,CONT_IDV_9531CB21A0017_955F,https://www.usaspending.gov/award/CONT_IDV_9531CB21A0017_955F
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024P00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2036,20343024P00006,P00002,,AWARD,EFFECTIVE EDGE WORLDWIDE LLC,16470,VIRTUAL EFFECTIVE EDGE TRAINING COURSES,,CONT_AWD_20343024P00006_2036_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_20343024P00006_2036_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0035&modNumber=P00002&idvAgencyID=&idvPIID=9531CB21D0004&contractType=AWARD,955F,9531CB24F0035,P00002,9531CB21D0004,AWARD,"JURISOLUTIONS, INC.",157560,LEGAL SUPPORT SERVICES - PARALEGAL SERVICES - OCR,25603.0,CONT_AWD_9531CB24F0035_955F_9531CB21D0004_955F,https://www.usaspending.gov/award/CONT_AWD_9531CB24F0035_955F_9531CB21D0004_955F
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00039&modNumber=P00002&idvAgencyID=&idvPIID=20343023D00001&contractType=AWARD,2036,20343024F00039,P00002,20343023D00001,AWARD,"EXPERIAN INFORMATION SOLUTIONS, INC.",26322,MAKING ENDS MEET - CREDIT PANEL DATA FOR PREVIOUS SURVEY RESPONDENTS,,CONT_AWD_20343024F00039_2036_20343023D00001_2036,https://www.usaspending.gov/award/CONT_AWD_20343024F00039_2036_20343023D00001_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343025F00001&modNumber=P00001&idvAgencyID=&idvPIID=20343023D00001&contractType=AWARD,2036,20343025F00001,P00001,20343023D00001,AWARD,"EXPERIAN INFORMATION SOLUTIONS, INC.",27112,"CONSUMER CREDIT INFORMATION PANEL, MAKING ENDS MEET",,CONT_AWD_20343025F00001_2036_20343023D00001_2036,https://www.usaspending.gov/award/CONT_AWD_20343025F00001_2036_20343023D00001_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0006&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB23C0006,P00001,,AWARD,STEVEN VELEZ ORTA,28000,TERRITORIES EXPERT,27200.0,CONT_AWD_9531CB23C0006_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB23C0006_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00048&modNumber=P00002&idvAgencyID=&idvPIID=03310323D0035&contractType=AWARD,2036,20343024F00048,P00002,03310323D0035,AWARD,RELX INC,270900,ACCURINT GOVERNMENT PLUS LICENSES,36120.0,CONT_AWD_20343024F00048_2036_03310323D0035_0300,https://www.usaspending.gov/award/CONT_AWD_20343024F00048_2036_03310323D0035_0300
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0019&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB23C0019,P00001,,AWARD,IRA F JAFFE,100000,ARBITRATION SERVICES,52300.0,CONT_AWD_9531CB23C0019_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB23C0019_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343022P00011&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,2036,20343022P00011,P00005,,AWARD,AITE GROUP LLC,241235,AITE GROUP RESEARCH SERVICES,61057.0,CONT_AWD_20343022P00011_2036_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_20343022P00011_2036_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23P0014&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB23P0014,P00003,,AWARD,"SOFTTHINK SOLUTIONS, INC",321000,MOBILE INTELLIGENCE DATA PLATFORM,64200.0,CONT_AWD_9531CB23P0014_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB23P0014_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024P00005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2036,20343024P00005,P00002,,AWARD,"LAWPROSE, INC.",97590,LAWPROSE FY24 ADVANCED LEGAL WRITING & EDITING CLASSES,65370.0,CONT_AWD_20343024P00005_2036_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_20343024P00005_2036_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00053&modNumber=P00002&idvAgencyID=&idvPIID=GS02F026DA&contractType=AWARD,2036,20343024F00053,P00002,GS02F026DA,AWARD,WEST PUBLISHING CORPORATION,602834,CLEAR INVESTIGATION SOFTWARE,81582.0,CONT_AWD_20343024F00053_2036_GS02F026DA_4732,https://www.usaspending.gov/award/CONT_AWD_20343024F00053_2036_GS02F026DA_4732
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB19C0009&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB19C0009,P00006,,AWARD,DOMESTIC AWARDEES (UNDISCLOSED),191789,STUDENT LOAN EXPERT WITNESS/LITIGATION CONSULTANT SERVICES FOR OFFICE OF ENFORCEMENT,87670.0,CONT_AWD_9531CB19C0009_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB19C0009_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00014&modNumber=P00003&idvAgencyID=&idvPIID=20343023A00001&contractType=AWARD,2036,20343024F00014,P00003,20343023A00001,AWARD,NATIONAL INSTITUTE FOR TRIAL ADVOCACY,123195,NATIONAL INSTITUTE FOR TRIAL ADVOCACY (NITA) BPA ORDER,119805.0,CONT_AWD_20343024F00014_2036_20343023A00001_2036,https://www.usaspending.gov/award/CONT_AWD_20343024F00014_2036_20343023A00001_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0071&modNumber=P00005&idvAgencyID=&idvPIID=9531CB20A0007&contractType=AWARD,955F,9531CB23F0071,P00005,9531CB20A0007,AWARD,"ICF INCORPORATED, L.L.C.",1139381,CONSUMER SURVEY - PILOT,135710.0,CONT_AWD_9531CB23F0071_955F_9531CB20A0007_955F,https://www.usaspending.gov/award/CONT_AWD_9531CB23F0071_955F_9531CB20A0007_955F
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0027&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB21C0027,P00003,,AWARD,"CRA INTERNATIONAL, INC.",288210,COMPENSATION AND CONSULTING EXPERT,135988.0,CONT_AWD_9531CB21C0027_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB21C0027_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024C00001&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2036,20343024C00001,P00002,,AWARD,"EXPERIAN INFORMATION SOLUTIONS, INC.",1119250,EXPERIAN VELOCITY,186750.0,CONT_AWD_20343024C00001_2036_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_20343024C00001_2036_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0024&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB21C0024,P00001,,AWARD,DOMESTIC AWARDEES (UNDISCLOSED),564580,EXPERT CONTRACT - HMDA ANALYSIS,252781.0,CONT_AWD_9531CB21C0024_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB21C0024_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0007&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB21C0007,P00005,,AWARD,DOMESTIC AWARDEES (UNDISCLOSED),1619850,AUTO-LOAN-SERVICING EXPERT,387161.0,CONT_AWD_9531CB21C0007_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB21C0007_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0025&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB21C0025,P00004,,AWARD,"ANALYSIS GROUP, INC.",1380420,EXPERT WITNESS,409991.0,CONT_AWD_9531CB21C0025_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB21C0025_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20C0016&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB20C0016,P00007,,AWARD,DOMESTIC AWARDEES (UNDISCLOSED),3299900,ECONOMIC ANAYSIS EXPERT SUPPORT,596513.0,CONT_AWD_9531CB20C0016_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB20C0016_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0008&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,955F,9531CB23C0008,P00004,,AWARD,AMA CONSULTING LLC,3713712,508 SUPPORT SERVICES,732081.0,CONT_AWD_9531CB23C0008_955F_-NONE-_-NONE-,https://www.usaspending.gov/award/CONT_AWD_9531CB23C0008_955F_-NONE-_-NONE-
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00052&modNumber=P00001&idvAgencyID=&idvPIID=20343023D00001&contractType=AWARD,2036,20343024F00052,P00001,20343023D00001,AWARD,"EXPERIAN INFORMATION SOLUTIONS, INC.",899985,CONSUMER CREDIT INFORMATION PANEL IDIQ CONTRACT - AUTO LOAN SURVEY,,CONT_AWD_20343024F00052_2036_20343023D00001_2036,https://www.usaspending.gov/award/CONT_AWD_20343024F00052_2036_20343023D00001_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00004&modNumber=P00004&idvAgencyID=&idvPIID=20343023A00005&contractType=AWARD,2036,20343024F00004,P00004,20343023A00005,AWARD,"GUNNISON CONSULTING GROUP, INC.",3441633,CYBERSECURITY SUPPORT SERVICES - INFORMATION SECURITY STANDARDS (ISS),1022444.0,CONT_AWD_20343024F00004_2036_20343023A00005_2036,https://www.usaspending.gov/award/CONT_AWD_20343024F00004_2036_20343023A00005_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00002&modNumber=P00006&idvAgencyID=&idvPIID=20343023A00006&contractType=AWARD,2036,20343024F00002,P00006,20343023A00006,AWARD,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",10818787,CYBERSECURITY SUPPORT SERVICES BPA ORDER - SAFEGUARDS AND RISK MANAGEMENT (SRM),1863492.0,CONT_AWD_20343024F00002_2036_20343023A00006_2036,https://www.usaspending.gov/award/CONT_AWD_20343024F00002_2036_20343023A00006_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00005&modNumber=P00004&idvAgencyID=&idvPIID=20343023A00003&contractType=AWARD,2036,20343024F00005,P00004,20343023A00003,AWARD,DELOITTE & TOUCHE LLP,5405885,CYBERSECURITY SUPPORT SERVICES BPA ORDER - SECURITY ARCHITECTURE AND ENGINEERING (SAE),1917787.0,CONT_AWD_20343024F00005_2036_20343023A00003_2036,https://www.usaspending.gov/award/CONT_AWD_20343024F00005_2036_20343023A00003_2036
CONSUMER FINANCIAL PROTECTION BUREAU,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20F0100&modNumber=P00004&idvAgencyID=&idvPIID=9531CB20A0007&contractType=AWARD,955F,9531CB20F0100,P00004,9531CB20A0007,AWARD,"ICF INCORPORATED, L.L.C.",193395,RESEARCH FOR INNOVATIVE FINANCIAL EDUCATION BPA CALL,0.0,CONT_AWD_9531CB20F0100_955F_9531CB20A0007_955F,https://www.usaspending.gov/award/CONT_AWD_9531CB20F0100_955F_9531CB20A0007_955F
